head_word,in_coha_early,in_coha_all
harpy,TRUE,TRUE
harquebus,TRUE,TRUE
harquebuse,TRUE,TRUE
harrage,FALSE,FALSE
harre,TRUE,TRUE
harridan,TRUE,TRUE
harrier,TRUE,TRUE
harrow,TRUE,TRUE
harrower,TRUE,TRUE
harry,TRUE,TRUE
harsh,TRUE,TRUE
harshly,TRUE,TRUE
harshness,TRUE,TRUE
harslet,TRUE,TRUE
hart,TRUE,TRUE
hartbeest,TRUE,TRUE
harten,FALSE,TRUE
hartford,TRUE,TRUE
hart_s_clover,FALSE,FALSE
hart_s_ear,FALSE,FALSE
hartshorn,TRUE,TRUE
hart_tongue,FALSE,FALSE
hart_s_tongue,TRUE,TRUE
hartwort,TRUE,TRUE
harum_scarum,TRUE,TRUE
haruspication,FALSE,FALSE
haruspice,FALSE,FALSE
haruspicy,FALSE,TRUE
harvest,TRUE,TRUE
harvester,TRUE,TRUE
harvest_home,TRUE,TRUE
harvesting,TRUE,TRUE
harvestless,TRUE,TRUE
harvestman,TRUE,TRUE
harvestry,FALSE,TRUE
harvey_process,TRUE,TRUE
hary,TRUE,TRUE
has,TRUE,TRUE
hasard,TRUE,TRUE
hase,TRUE,TRUE
hash,TRUE,TRUE
hasheesh,TRUE,TRUE
hashish,TRUE,TRUE
hask,FALSE,TRUE
haslet,TRUE,TRUE
hasp,TRUE,TRUE
hassock,TRUE,TRUE
hast,TRUE,TRUE
hastate,FALSE,FALSE
hastated,FALSE,FALSE
haste,TRUE,TRUE
hasten,TRUE,TRUE
hastener,TRUE,TRUE
hastif,FALSE,FALSE
hastile,FALSE,FALSE
hastily,TRUE,TRUE
hastiness,TRUE,TRUE
hastings,TRUE,TRUE
hastings_sands,TRUE,TRUE
hastive,FALSE,FALSE
hasty,TRUE,TRUE
hasty_pudding,TRUE,TRUE
hat,TRUE,TRUE
hatable,FALSE,FALSE
hatband,TRUE,TRUE
hatbox,TRUE,TRUE
hatch,TRUE,TRUE
hatch_boat,FALSE,FALSE
hatchel,TRUE,TRUE
hatcheler,FALSE,FALSE
hatcher,TRUE,TRUE
hatchery,TRUE,TRUE
hatchet,TRUE,TRUE
hatchet_man,TRUE,TRUE
hatchettine,FALSE,FALSE
hatchettite,FALSE,FALSE
hatching,TRUE,TRUE
hatchment,TRUE,TRUE
hatchure,FALSE,FALSE
hatchway,TRUE,TRUE
hate,TRUE,TRUE
hateful,TRUE,TRUE
hatel,FALSE,TRUE
hater,TRUE,TRUE
hath,TRUE,TRUE
hatless,TRUE,TRUE
hatrack,TRUE,TRUE
hatred,TRUE,TRUE
hatstand,TRUE,TRUE
hatte,TRUE,TRUE
hatted,TRUE,TRUE
hatter,TRUE,TRUE
hatteria,TRUE,TRUE
hatting,TRUE,TRUE
hatti_sherif,FALSE,FALSE
hattree,TRUE,TRUE
haubergeon,TRUE,TRUE
hauberk,TRUE,TRUE
hauerite,FALSE,FALSE
haugh,TRUE,TRUE
haught,TRUE,TRUE
haughtily,TRUE,TRUE
haughtiness,TRUE,TRUE
haughty,TRUE,TRUE
haul,TRUE,TRUE
haulabout,FALSE,FALSE
haulage,TRUE,TRUE
hauler,TRUE,TRUE
haulm,TRUE,TRUE
hauls,TRUE,TRUE
haulse,FALSE,FALSE
hault,TRUE,TRUE
haum,FALSE,FALSE
haunce,FALSE,FALSE
haunch,TRUE,TRUE
haunched,FALSE,TRUE
haunt,TRUE,TRUE
haunted,TRUE,TRUE
haunter,TRUE,TRUE
haurient,FALSE,FALSE
hausen,TRUE,TRUE
hausse,TRUE,TRUE
haustellata,FALSE,FALSE
haustellate,TRUE,TRUE
haustellum,TRUE,TRUE
haustorium,FALSE,TRUE
haut,TRUE,TRUE
hautboy,TRUE,TRUE
hautboyist,FALSE,FALSE
hautein,FALSE,FALSE
hauteur,TRUE,TRUE
hautgout,FALSE,FALSE
hautpas,TRUE,TRUE
hauynite,FALSE,FALSE
havana,TRUE,TRUE
havanese,TRUE,TRUE
have,TRUE,TRUE
haveless,FALSE,FALSE
havelock,TRUE,TRUE
haven,TRUE,TRUE
havenage,FALSE,FALSE
havened,TRUE,TRUE
havener,FALSE,TRUE
haver,TRUE,TRUE
haversack,TRUE,TRUE
haversian,TRUE,TRUE
havier,FALSE,FALSE
havildar,FALSE,FALSE
having,TRUE,TRUE
havior,TRUE,TRUE
havoc,TRUE,TRUE
haw,TRUE,TRUE
hawaiian,TRUE,TRUE
hawebake,FALSE,FALSE
hawfinch,FALSE,TRUE
haw_haw,TRUE,TRUE
hawhaw,TRUE,TRUE
hawk,TRUE,TRUE
hawkbill,FALSE,TRUE
hawkbit,FALSE,FALSE
hawked,TRUE,TRUE
hawker,TRUE,TRUE
hawkey,TRUE,TRUE
hawk_eyed,TRUE,TRUE
hawkeye_state,FALSE,TRUE
hawk_moth,TRUE,TRUE
hawkweed,TRUE,TRUE
hawm,TRUE,TRUE
hawse,TRUE,TRUE
hawser,TRUE,TRUE
hawser_laid,TRUE,TRUE
hawthorn,TRUE,TRUE
hay,TRUE,TRUE
haybird,FALSE,FALSE
haybote,FALSE,FALSE
haycock,TRUE,TRUE
hay_cutter,TRUE,TRUE
hayfield,TRUE,TRUE
hayfork,FALSE,TRUE
hayloft,TRUE,TRUE
haymaker,TRUE,TRUE
haymaking,TRUE,TRUE
haymow,TRUE,TRUE
hayrack,TRUE,TRUE
hayrake,TRUE,TRUE
hayrick,TRUE,TRUE
haystack,TRUE,TRUE
haystalk,FALSE,FALSE
haythorn,FALSE,TRUE
haytian,TRUE,TRUE
hayward,TRUE,TRUE
hazard,TRUE,TRUE
hazardable,FALSE,FALSE
hazarder,FALSE,FALSE
hazardize,FALSE,FALSE
hazardous,TRUE,TRUE
hazardry,FALSE,FALSE
haze,TRUE,TRUE
hazel,TRUE,TRUE
hazeless,FALSE,TRUE
hazelly,TRUE,TRUE
hazelnut,TRUE,TRUE
hazelwort,FALSE,FALSE
hazily,TRUE,TRUE
haziness,TRUE,TRUE
hazle,TRUE,TRUE
hazy,TRUE,TRUE
he,TRUE,TRUE
head,TRUE,TRUE
headache,TRUE,TRUE
headachy,TRUE,TRUE
headband,TRUE,TRUE
headboard,TRUE,TRUE
headborough,TRUE,TRUE
headborrow,FALSE,FALSE
head_cheese,TRUE,TRUE
headdress,TRUE,TRUE
headed,TRUE,TRUE
header,TRUE,TRUE
headfirst,TRUE,TRUE
headforemost,TRUE,TRUE
headfish,FALSE,TRUE
head_gear,TRUE,TRUE
headgear,TRUE,TRUE
head_hunter,TRUE,TRUE
headily,FALSE,TRUE
headiness,TRUE,TRUE
heading,TRUE,TRUE
headland,TRUE,TRUE
headless,TRUE,TRUE
headlight,TRUE,TRUE
headline,TRUE,TRUE
headlong,TRUE,TRUE
head_lugged,FALSE,FALSE
headman,TRUE,TRUE
headmold_shot,FALSE,FALSE
headmould_shot,FALSE,FALSE
headmost,TRUE,TRUE
headnote,TRUE,TRUE
headpan,FALSE,FALSE
headpiece,TRUE,TRUE
headquarters,TRUE,TRUE
headrace,FALSE,FALSE
headroom,FALSE,TRUE
headrope,FALSE,TRUE
headsail,TRUE,TRUE
headshake,TRUE,TRUE
headship,TRUE,TRUE
headsman,TRUE,TRUE
headspring,TRUE,TRUE
headstall,TRUE,TRUE
headstock,TRUE,TRUE
headstone,TRUE,TRUE
headstrong,TRUE,TRUE
headstrongness,FALSE,FALSE
headtire,TRUE,TRUE
headwater,TRUE,TRUE
headway,TRUE,TRUE
headwork,TRUE,TRUE
heady,TRUE,TRUE
heal,TRUE,TRUE
healable,FALSE,FALSE
healall,FALSE,FALSE
heald,TRUE,TRUE
healer,TRUE,TRUE
healful,FALSE,TRUE
healing,TRUE,TRUE
healingly,FALSE,TRUE
health,TRUE,TRUE
healthful,TRUE,TRUE
healthfully,TRUE,TRUE
healthfulness,TRUE,TRUE
healthily,TRUE,TRUE
healthiness,TRUE,TRUE
healthless,TRUE,TRUE
healthlessness,FALSE,FALSE
healthsome,FALSE,FALSE
healthward,FALSE,FALSE
healthy,TRUE,TRUE
heam,TRUE,TRUE
heap,TRUE,TRUE
heaper,TRUE,TRUE
heapy,FALSE,FALSE
hear,TRUE,TRUE
heard,TRUE,TRUE
hearer,TRUE,TRUE
hearing,TRUE,TRUE
hearken,TRUE,TRUE
hearkener,FALSE,FALSE
hearsal,FALSE,TRUE
hearsay,TRUE,TRUE
hearse,TRUE,TRUE
hearsecloth,FALSE,FALSE
hearselike,FALSE,TRUE
heart,TRUE,TRUE
heartache,TRUE,TRUE
heartbreak,TRUE,TRUE
heartbreaking,TRUE,TRUE
heartbroken,TRUE,TRUE
heartburn,TRUE,TRUE
heartburned,FALSE,FALSE
heartburning,TRUE,TRUE
heartdear,FALSE,FALSE
heartdeep,FALSE,FALSE
heart_eating,TRUE,TRUE
hearted,TRUE,TRUE
heartedness,TRUE,TRUE
hearten,TRUE,TRUE
heartener,FALSE,TRUE
heartfelt,TRUE,TRUE
heartgrief,FALSE,FALSE
hearth,TRUE,TRUE
hearthstone,TRUE,TRUE
heartily,TRUE,TRUE
heartiness,TRUE,TRUE
heartless,TRUE,TRUE
heartlet,FALSE,FALSE
heartlings,FALSE,FALSE
heartpea,FALSE,FALSE
heartquake,TRUE,TRUE
heartrending,TRUE,TRUE
heart_robbing,FALSE,FALSE
heart_s_ease,TRUE,TRUE
heartseed,FALSE,FALSE
heartshaped,TRUE,TRUE
heartsick,TRUE,TRUE
heartsome,TRUE,TRUE
heart_spoon,FALSE,FALSE
heartstricken,TRUE,TRUE
heartstrike,FALSE,FALSE
heartstring,TRUE,TRUE
heartstruck,FALSE,FALSE
heartswelling,FALSE,FALSE
heart_whole,TRUE,TRUE
heartwood,TRUE,TRUE
heart_wounded,TRUE,TRUE
hearty,TRUE,TRUE
heartyhale,FALSE,FALSE
heat,TRUE,TRUE
heater,TRUE,TRUE
heath,TRUE,TRUE
heathclad,FALSE,TRUE
heathen,TRUE,TRUE
heathendom,TRUE,TRUE
heathenesse,TRUE,TRUE
heathenish,TRUE,TRUE
heathenishly,FALSE,TRUE
heathenishness,TRUE,TRUE
heathenism,TRUE,TRUE
heathenize,TRUE,TRUE
heathenness,FALSE,FALSE
heathenry,FALSE,FALSE
heather,TRUE,TRUE
heathery,TRUE,TRUE
heathy,TRUE,TRUE
heating,TRUE,TRUE
heatingly,FALSE,FALSE
heatless,TRUE,TRUE
heave,TRUE,TRUE
heaven,TRUE,TRUE
heavenize,FALSE,FALSE
heavenliness,TRUE,TRUE
heavenly,TRUE,TRUE
heavenlyminded,FALSE,FALSE
heavenly_minded,TRUE,TRUE
heavenward,TRUE,TRUE
heave_offering,TRUE,TRUE
heaver,TRUE,TRUE
heaves,TRUE,TRUE
heavily,TRUE,TRUE
heavily_traveled,FALSE,TRUE
heaviness,TRUE,TRUE
heaving,TRUE,TRUE
heavisome,FALSE,FALSE
heavy,TRUE,TRUE
heavy_armed,TRUE,TRUE
heavy_haded,FALSE,FALSE
heavy_headed,TRUE,TRUE
heavy_spar,TRUE,TRUE
hebdomad,FALSE,FALSE
hebdomadal,TRUE,TRUE
hebdomadary,FALSE,FALSE
hebdomadally,TRUE,TRUE
hebdomatical,FALSE,FALSE
hebe,TRUE,TRUE
heben,TRUE,TRUE
hebenon,TRUE,TRUE
hebetate,FALSE,FALSE
hebetation,FALSE,FALSE
hebete,TRUE,TRUE
hebetude,TRUE,TRUE
hebraic,TRUE,TRUE
hebraically,FALSE,FALSE
hebraism,TRUE,TRUE
hebraist,TRUE,TRUE
hebraistic,TRUE,TRUE
hebraistically,FALSE,FALSE
hebraize,FALSE,FALSE
hebrew,TRUE,TRUE
hebrew_calendar,FALSE,TRUE
hebrewess,FALSE,FALSE
hebrician,FALSE,FALSE
hebridean,TRUE,TRUE
hebridian,FALSE,FALSE
hecatomb,TRUE,TRUE
hecatompedon,FALSE,FALSE
hecdecane,FALSE,FALSE
heck,TRUE,TRUE
heckerism,FALSE,FALSE
heckimal,FALSE,FALSE
heckle,FALSE,TRUE
hectare,TRUE,TRUE
hectic,TRUE,TRUE
hectocotylized,FALSE,FALSE
hectocotylus,FALSE,FALSE
hectogram,FALSE,FALSE
hectogramme,FALSE,FALSE
hectograph,FALSE,TRUE
hectoliter,FALSE,FALSE
hectolitre,TRUE,TRUE
hectometer,FALSE,FALSE
hectometre,FALSE,FALSE
hector,TRUE,TRUE
hectorism,FALSE,FALSE
hectorly,TRUE,TRUE
hectostere,FALSE,FALSE
heddle,FALSE,TRUE
heddle_eye,FALSE,FALSE
heddling,FALSE,FALSE
hederaceous,FALSE,FALSE
hederal,FALSE,FALSE
hederic,FALSE,FALSE
hederiferous,FALSE,FALSE
hederose,FALSE,FALSE
hedge,TRUE,TRUE
hedgeborn,FALSE,FALSE
hedgebote,FALSE,FALSE
hedgehog,TRUE,TRUE
hedgeless,TRUE,TRUE
hedgepig,FALSE,FALSE
hedger,TRUE,TRUE
hedgerow,TRUE,TRUE
hedging_bill,FALSE,FALSE
hedonic,TRUE,TRUE
hedonics,FALSE,TRUE
hedonism,TRUE,TRUE
hedonist,TRUE,TRUE
hedonistic,TRUE,TRUE
heed,TRUE,TRUE
heedful,TRUE,TRUE
heedless,TRUE,TRUE
heedy,FALSE,FALSE
heel,TRUE,TRUE
heelball,FALSE,FALSE
heeler,TRUE,TRUE
heelless,TRUE,TRUE
heelpath,FALSE,FALSE
heelpiece,FALSE,TRUE
heelpost,FALSE,FALSE
heelspur,FALSE,FALSE
heeltap,TRUE,TRUE
heeltool,FALSE,FALSE
heemraad,FALSE,FALSE
heep,TRUE,TRUE
heer,TRUE,TRUE
heft,TRUE,TRUE
hefty,TRUE,TRUE
hegelian,TRUE,TRUE
hegelianism,TRUE,TRUE
hegelism,FALSE,FALSE
hegemonic,TRUE,TRUE
hegemonical,FALSE,FALSE
hegemony,TRUE,TRUE
hegge,FALSE,TRUE
hegira,TRUE,TRUE
heifer,TRUE,TRUE
heigh_ho,TRUE,TRUE
height,TRUE,TRUE
heighten,TRUE,TRUE
heightener,TRUE,TRUE
heinous,TRUE,TRUE
heir,TRUE,TRUE
heirdom,TRUE,TRUE
heiress,TRUE,TRUE
heirless,TRUE,TRUE
heirloom,TRUE,TRUE
heirship,TRUE,TRUE
hejira,TRUE,TRUE
hektare,FALSE,FALSE
hektogram,FALSE,FALSE
hektoliter,FALSE,FALSE
hektometer,FALSE,FALSE
hektograph,FALSE,FALSE
helamys,FALSE,FALSE
helcoplasty,FALSE,FALSE
held,TRUE,TRUE
hele,TRUE,TRUE
helena,TRUE,TRUE
helenin,FALSE,FALSE
heliac,FALSE,FALSE
heliacal,TRUE,TRUE
heliacally,FALSE,FALSE
helianthin,FALSE,FALSE
helianthoid,FALSE,FALSE
helianthoidea,FALSE,FALSE
helical,FALSE,TRUE
helichrysum,TRUE,TRUE
heliciform,FALSE,FALSE
helicin,FALSE,FALSE
helicine,FALSE,FALSE
helicograph,FALSE,FALSE
helicoid,FALSE,FALSE
helicoidal,FALSE,FALSE
helicon,TRUE,TRUE
heliconia,TRUE,TRUE
heliconian,TRUE,TRUE
helicotrema,FALSE,FALSE
helio,FALSE,TRUE
heliocentric,TRUE,TRUE
heliocentrical,FALSE,FALSE
heliochrome,FALSE,FALSE
heliochromic,FALSE,FALSE
heliochromy,FALSE,FALSE
heliogram,FALSE,TRUE
heliograph,TRUE,TRUE
heliographic,TRUE,TRUE
heliography,TRUE,TRUE
heliogravure,TRUE,TRUE
heliolater,FALSE,FALSE
heliolatry,TRUE,TRUE
heliolite,FALSE,FALSE
heliometer,TRUE,TRUE
heliometric,FALSE,FALSE
heliometrical,FALSE,FALSE
heliometry,FALSE,FALSE
heliopora,FALSE,FALSE
helioscope,TRUE,TRUE
heliostat,TRUE,TRUE
heliotrope,TRUE,TRUE
heliotroper,FALSE,FALSE
heliotropic,FALSE,TRUE
heliotropism,FALSE,TRUE
heliotype,TRUE,TRUE
heliotypic,FALSE,FALSE
heliotypy,TRUE,TRUE
heliozoa,FALSE,FALSE
helispheric,FALSE,FALSE
helispherical,FALSE,FALSE
helium,TRUE,TRUE
helix,TRUE,TRUE
hell,TRUE,TRUE
hellanodic,FALSE,FALSE
hellbender,FALSE,TRUE
hellborn,FALSE,TRUE
hellbred,FALSE,FALSE
hellbrewed,FALSE,FALSE
hellbroth,FALSE,TRUE
hell_cat,TRUE,TRUE
hell_diver,FALSE,TRUE
helldoomed,FALSE,FALSE
hellebore,TRUE,TRUE
helleborein,FALSE,FALSE
helleborin,FALSE,FALSE
helleborism,FALSE,FALSE
hellene,TRUE,TRUE
hellenian,FALSE,FALSE
hellenic,TRUE,TRUE
hellenism,TRUE,TRUE
hellenist,TRUE,TRUE
hellenistic,TRUE,TRUE
hellenistical,TRUE,TRUE
hellenistically,FALSE,FALSE
hellenize,FALSE,FALSE
hellenotype,FALSE,FALSE
hellespont,TRUE,TRUE
hellespontine,FALSE,FALSE
hellgamite,FALSE,FALSE
hellgramite,FALSE,FALSE
hellhag,FALSE,FALSE
hell_haunted,TRUE,TRUE
hellhound,TRUE,TRUE
hellier,FALSE,TRUE
hellish,TRUE,TRUE
hellkite,FALSE,FALSE
hello,TRUE,TRUE
hellward,TRUE,TRUE
helly,TRUE,TRUE
helm,TRUE,TRUE
helmage,FALSE,FALSE
helmed,TRUE,TRUE
helmet,TRUE,TRUE
helmeted,TRUE,TRUE
helmet_shaped,TRUE,TRUE
helminth,FALSE,TRUE
helminthagogue,FALSE,FALSE
helminthes,TRUE,TRUE
helminthiasis,FALSE,FALSE
helminthic,TRUE,TRUE
helminthite,FALSE,FALSE
helminthoid,FALSE,FALSE
helminthologic,FALSE,FALSE
helminthological,FALSE,FALSE
helminthologist,FALSE,FALSE
helminthology,FALSE,FALSE
helmless,TRUE,TRUE
helmsman,TRUE,TRUE
helmwind,FALSE,FALSE
helot,TRUE,TRUE
helotism,TRUE,TRUE
helotry,FALSE,TRUE
help,TRUE,TRUE
helper,TRUE,TRUE
helpful,TRUE,TRUE
helpless,TRUE,TRUE
helpmate,TRUE,TRUE
helpmeet,TRUE,TRUE
helter_skelter,TRUE,TRUE
helve,TRUE,TRUE
helvetian,TRUE,TRUE
helvetic,TRUE,TRUE
helvine,FALSE,FALSE
helvite,FALSE,FALSE
hem,TRUE,TRUE
hema,FALSE,TRUE
hemachate,FALSE,FALSE
hemachrome,FALSE,FALSE
hemacite,FALSE,FALSE
hemadrometer,FALSE,FALSE
hemadromometer,FALSE,FALSE
hemadrometry,FALSE,FALSE
hemadromometry,FALSE,FALSE
hemadynamics,FALSE,FALSE
hemadynamometer,FALSE,FALSE
hemal,FALSE,TRUE
hemaphaein,FALSE,FALSE
hemapophysis,FALSE,FALSE
hemastatic,FALSE,FALSE
hemastatical,FALSE,FALSE
hemastatics,FALSE,FALSE
hematachometer,FALSE,FALSE
hematein,FALSE,TRUE
hematemesis,FALSE,TRUE
hematherm,FALSE,FALSE
hemathermal,FALSE,FALSE
hematic,FALSE,TRUE
hematin,FALSE,TRUE
hematinic,FALSE,FALSE
hematinometer,FALSE,FALSE
hematinometric,FALSE,FALSE
hematinon,FALSE,FALSE
hematite,TRUE,TRUE
hematitic,FALSE,FALSE
hemato,FALSE,FALSE
hematocele,FALSE,FALSE
hematocrya,FALSE,FALSE
hematocrystallin,FALSE,FALSE
hematoid,FALSE,FALSE
hematoidin,FALSE,FALSE
hematology,FALSE,TRUE
hematoma,FALSE,TRUE
hematophilia,FALSE,FALSE
hematosin,FALSE,FALSE
hematosis,FALSE,FALSE
hematotherma,FALSE,FALSE
hematothermal,FALSE,FALSE
hematoxylin,FALSE,TRUE
hematuria,FALSE,TRUE
hemautography,FALSE,FALSE
hemelytron,FALSE,FALSE
hemelytrum,FALSE,FALSE
hemeralopia,FALSE,TRUE
hemerobian,FALSE,FALSE
hemerobid,FALSE,FALSE
hemerocallis,TRUE,TRUE
hemi,TRUE,TRUE
hemialbumin,FALSE,FALSE
hemialbumose,FALSE,FALSE
hemianaesthesia,FALSE,FALSE
hemibranchi,FALSE,FALSE
hemicardia,FALSE,FALSE
hemicarp,FALSE,FALSE
hemicerebrum,FALSE,FALSE
hemicollin,FALSE,FALSE
hemicrania,FALSE,TRUE
hemicrany,FALSE,FALSE
hemicycle,TRUE,TRUE
hemidactyl,FALSE,FALSE
hemi_demi_semiquaver,FALSE,FALSE
hemiditone,FALSE,FALSE
hemigamous,FALSE,FALSE
hemiglyph,FALSE,FALSE
hemihedral,FALSE,FALSE
hemihedrism,FALSE,FALSE
hemihedron,FALSE,FALSE
hemiholohedral,FALSE,FALSE
hemimellitic,FALSE,FALSE
hemimetabola,FALSE,FALSE
hemimetabolic,FALSE,FALSE
hemimorphic,FALSE,FALSE
hemin,TRUE,TRUE
hemina,TRUE,TRUE
hemionus,TRUE,TRUE
hemiopia,FALSE,FALSE
hemiopsia,FALSE,FALSE
hemiorthotype,FALSE,FALSE
hemipeptone,FALSE,FALSE
hemiplegia,TRUE,TRUE
hemiplegy,FALSE,FALSE
hemipode,FALSE,FALSE
hemiprotein,FALSE,FALSE
hemipter,TRUE,TRUE
hemiptera,TRUE,TRUE
hemipteral,FALSE,FALSE
hemipterous,TRUE,TRUE
hemipteran,FALSE,TRUE
hemisect,FALSE,FALSE
hemisection,FALSE,FALSE
hemisphere,TRUE,TRUE
hemispheric,FALSE,TRUE
hemispherical,TRUE,TRUE
hemispheroid,FALSE,FALSE
hemispheroidal,FALSE,FALSE
hemispherule,FALSE,FALSE
hemistich,TRUE,TRUE
hemistichal,FALSE,FALSE
hemisystole,FALSE,FALSE
hemitone,FALSE,FALSE
hemitropal,FALSE,FALSE
hemitropous,FALSE,FALSE
hemitrope,FALSE,FALSE
hemitropy,FALSE,FALSE
hemlock,TRUE,TRUE
hemmel,FALSE,FALSE
hemmer,TRUE,TRUE
hemo,FALSE,TRUE
hemoglobin,TRUE,TRUE
hemoglobinometer,FALSE,FALSE
hemophilia,FALSE,TRUE
hemoptysis,TRUE,TRUE
hemorrhage,TRUE,TRUE
hemorrhagic,FALSE,TRUE
hemorrhoidal,TRUE,TRUE
hemorrhoids,TRUE,TRUE
hemostatic,TRUE,TRUE
hemothorax,FALSE,TRUE
hemp,TRUE,TRUE
hempen,TRUE,TRUE
hempy,FALSE,TRUE
hemself,FALSE,FALSE
hemselve,FALSE,FALSE
hemselven,FALSE,FALSE
hemstitch,TRUE,TRUE
hemstitched,TRUE,TRUE
hemuse,FALSE,FALSE
hen,TRUE,TRUE
henbane,TRUE,TRUE
henbit,FALSE,TRUE
hence,TRUE,TRUE
henceforth,TRUE,TRUE
henceforward,TRUE,TRUE
henchboy,FALSE,FALSE
henchman,TRUE,TRUE
hencoop,TRUE,TRUE
hende,TRUE,TRUE
hendecagon,FALSE,FALSE
hendecane,FALSE,FALSE
hendecasyllabic,TRUE,TRUE
hendecasyllable,FALSE,FALSE
hendecatoic,FALSE,FALSE
hendiadys,FALSE,FALSE
hendy,TRUE,TRUE
henen,FALSE,FALSE
henfish,FALSE,FALSE
heng,TRUE,TRUE
hen_hearted,TRUE,TRUE
henhouse,TRUE,TRUE
henhussy,FALSE,FALSE
heniquen,FALSE,FALSE
henna,TRUE,TRUE
hennery,TRUE,TRUE
hennes,TRUE,TRUE
hennotannic,FALSE,FALSE
henogeny,FALSE,FALSE
henogenesis,FALSE,FALSE
henotheism,TRUE,TRUE
henotic,FALSE,FALSE
henpeck,TRUE,TRUE
henrietta_cloth,TRUE,TRUE
henroost,TRUE,TRUE
henry,TRUE,TRUE
hen_s_foot,TRUE,TRUE
hent,TRUE,TRUE
henware,FALSE,FALSE
henxman,FALSE,FALSE
hep,TRUE,TRUE
hepar,TRUE,TRUE
hepatic,TRUE,TRUE
hepatica,TRUE,TRUE
hepatical,FALSE,FALSE
hepatite,FALSE,FALSE
hepatitis,TRUE,TRUE
hepatization,FALSE,TRUE
hepatize,FALSE,FALSE
hepatocele,FALSE,FALSE
hepatocystic,FALSE,FALSE
hepatogastric,FALSE,FALSE
hepatogenic,FALSE,FALSE
hepatogenous,FALSE,FALSE
hepatology,FALSE,FALSE
hepato_pancreas,FALSE,FALSE
hepatorenal,FALSE,FALSE
hepatoscopy,FALSE,TRUE
heppelwhite,TRUE,TRUE
heppen,FALSE,TRUE
hepper,FALSE,TRUE
hepta,FALSE,TRUE
heptachord,TRUE,TRUE
heptad,FALSE,FALSE
heptade,FALSE,FALSE
heptaglot,FALSE,FALSE
heptagon,TRUE,TRUE
heptagonal,TRUE,TRUE
heptagynia,FALSE,FALSE
heptagynian,FALSE,FALSE
heptagynous,FALSE,FALSE
heptahedron,FALSE,FALSE
heptamerous,FALSE,FALSE
heptandria,TRUE,TRUE
heptandrian,FALSE,FALSE
heptandrous,FALSE,FALSE
heptane,TRUE,TRUE
heptangular,FALSE,FALSE
heptaphyllous,FALSE,FALSE
heptarch,FALSE,TRUE
heptarchic,FALSE,FALSE
heptarchist,FALSE,FALSE
heptarchy,TRUE,TRUE
heptaspermous,FALSE,FALSE
heptastich,FALSE,FALSE
heptateuch,FALSE,TRUE
heptavalent,FALSE,FALSE
heptene,FALSE,FALSE
heptine,FALSE,FALSE
heptoic,FALSE,FALSE
heptone,FALSE,FALSE
hep_tree,FALSE,FALSE
heptyl,FALSE,FALSE
heptylene,FALSE,FALSE
heptylic,FALSE,FALSE
her,TRUE,TRUE
here,TRUE,TRUE
heracleonite,FALSE,FALSE
herakline,FALSE,FALSE
herald,TRUE,TRUE
heraldic,TRUE,TRUE
heraldically,FALSE,TRUE
heraldry,TRUE,TRUE
heraldship,FALSE,FALSE
herapathite,FALSE,TRUE
heraud,FALSE,TRUE
herb,TRUE,TRUE
herbaceous,TRUE,TRUE
herbage,TRUE,TRUE
herbaged,TRUE,TRUE
herbal,TRUE,TRUE
herbalism,TRUE,TRUE
herbalist,TRUE,TRUE
herbar,TRUE,TRUE
herbarian,FALSE,FALSE
herbarist,TRUE,TRUE
herbarium,TRUE,TRUE
herbarize,FALSE,FALSE
herbary,TRUE,TRUE
herber,FALSE,TRUE
herbergage,FALSE,FALSE
herbergeour,FALSE,FALSE
herbergh,FALSE,FALSE
herberwe,FALSE,FALSE
herbescent,FALSE,FALSE
herbid,FALSE,FALSE
herbiferous,FALSE,FALSE
herbist,FALSE,FALSE
herbivora,TRUE,TRUE
herbivore,FALSE,TRUE
herbivorous,TRUE,TRUE
herbless,TRUE,TRUE
herblet,FALSE,FALSE
herborist,FALSE,FALSE
herborization,FALSE,FALSE
herborize,FALSE,FALSE
herborough,FALSE,FALSE
herbose,FALSE,FALSE
herbous,FALSE,FALSE
herb_woman,TRUE,TRUE
herby,TRUE,TRUE
hercogamous,FALSE,FALSE
herculean,TRUE,TRUE
hercules,TRUE,TRUE
hercynian,TRUE,TRUE
herd,TRUE,TRUE
herdbook,FALSE,TRUE
herder,TRUE,TRUE
herderite,FALSE,FALSE
herdess,FALSE,TRUE
herdgroom,FALSE,FALSE
herdic,TRUE,TRUE
herdman,FALSE,TRUE
herdsman,TRUE,TRUE
herdswoman,FALSE,FALSE
herea_bout,FALSE,FALSE
hereabouts,TRUE,TRUE
hereafter,TRUE,TRUE
hereafterward,FALSE,FALSE
here_at,TRUE,TRUE
hereby,TRUE,TRUE
hereditability,TRUE,TRUE
hereditable,TRUE,TRUE
hereditably,FALSE,FALSE
hereditament,TRUE,TRUE
hereditarily,TRUE,TRUE
hereditary,TRUE,TRUE
heredity,TRUE,TRUE
hereford,TRUE,TRUE
herehence,FALSE,FALSE
herein,TRUE,TRUE
hereinafter,TRUE,TRUE
hereinbefore,TRUE,TRUE
hereinto,FALSE,FALSE
heremit,FALSE,FALSE
heremite,FALSE,FALSE
heremitical,FALSE,FALSE
heren,TRUE,TRUE
hereof,TRUE,TRUE
hereon,TRUE,TRUE
hereout,FALSE,FALSE
